"0805.3891","Hayley Bignall","Hayley Bignall, Giuseppe Cimo, David Jauncey, Cliff Senkbeil, Jim
  Lovell, Simon Ellingsen","The nature of gamma ray blazar candidate PMN J1326-5256","4 pages, 2 figures, accepted for proceedings of From Planets to Dark
  Energy: The Modern Radio Universe, PoS(MRU)084",,,,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  A comparison of AGN detected at gamma ray energies by EGRET with
flat-spectrum radio sources observed in surveys for intraday variability
reveals that a remarkably high fraction of EGRET blazars show significant
interstellar scintillation at centimetre wavelengths. Scintillating AGN will
therefore be targets of interest for GLAST, scheduled for launch in early 2008.
We suggest that the variable, scintillating flat-spectrum radio source PMN
J1326-5256 is associated with the unidentified EGRET source 3EG J1316-5244. We
describe the properties of PMN J1326-5256 and present recent results of
monitoring with the ATCA and Ceduna radio telescopes.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 08:23:28 GMT""}]","2008-05-27"
"0805.3892","Takehide Koyama","T. Koyama, H. Yamashita, Y. Takahashi, T. Kohara, I. Watanabe, Y.
  Tabata, and H. Nakamura","Frustration-induced valence bond crystal and its melting in Mo3Sb7","4 pages. submitted",,"10.1103/PhysRevLett.101.126404",,"cond-mat.str-el cond-mat.soft","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  121/123Sb nuclear quadrupole resonance and muon spin relaxation experiments
of Mo3Sb7 revealed symmetry breakdown to a nonmagnetic state below the
transition recently found at TS=50 K. The transition is characterized by a
distinct lattice dynamics suggested from narrowing of nuclear fields. We point
out that the Mo sublatice is a unique three-dimensional frustrated lattice
where nearest-neighbor and next-nearest-neighbor antiferromagnetic interactions
compete, and propose that tetragonal distortion to release the frustration
stabilizes long-range order of spin-singlet dimers, i.e., valence bond crystal,
which is thermally excited to the dynamic state with cubic symmetry.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 08:14:47 GMT""}]","2009-11-13"
"0805.3893","Vasilii Gvaramadze","V.V.Gvaramadze, D.J.Bomans","BD+43 3654 -- a blue straggler?","4 pages, 1 figure, accepted for publication in A&A Letters","Astron.Astrophys. 485 (2008) L29-L32","10.1051/0004-6361:200809860",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The astrometric data on the runaway star BD+43 3654 are consistent with the
origin of this O4If star in the center of the Cyg OB2 association, while BD+43
3654 is younger than the association. To reconcile this discrepancy, we suggest
that BD+43 3654 is a blue straggler formed via a close encounter between two
tight massive binaries in the core of Cyg OB2. A possible implication of this
suggestion is that the very massive (and therefore apparently very young) stars
in Cyg OB2 could be blue stragglers as well. We also suggest that the
binary-binary encounter producing BD+43 3654 might be responsible for ejection
of two high-velocity stars (the stripped helium cores of massive stars) -- the
progenitors of the pulsars B2020+28 and B2021+51.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 08:26:01 GMT""}]","2008-06-30"
"0805.3894","Matteo Calandra","Matteo Calandra and Francesco Mauri","High T$_c$ superconductivity in superhard diamond-like BC$_{5}$","4 pages, 3 figures. To appear on Phys. Rev. Lett",,"10.1103/PhysRevLett.101.016401",,"cond-mat.supr-con cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Using density functional theory calculations we show that the
recently-synthesized, superhard diamond-like BC$_5$ is superconducting with a
critical temperature of the same order than that of MgB$_2$. The average
electron-phonon coupling is $\lambda=0.89$, the phonon-frequency
logarithmic-average is $<\omega >_{\log}=67.4 $ meV and the isotope
coefficients are $\alpha(C)=0.3$ and $\alpha(B)=0.2$. In BC$_5$,
superconductivity is mostly sustained by vibrations of the B atom and its C
neighbors.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 08:42:03 GMT""}]","2009-11-13"
"0805.3895","Mirea Mihail","M. Mirea","Time Dependent Pairing Equations for Seniority One Nuclear Systems","12 pages, 6 figures","Phys.Rev.C78:044618,2008","10.1103/PhysRevC.78.044618",,"nucl-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  When the time dependent Hartree-Fock-Bogoliubov intrinsic equations of motion
are solved in the case of seniority one nuclear systems, the unpaired nucleon
remains on the same orbital. The blocking effect hinders the possibility to
skip from one orbital to another. This unpleasant feature is by-passed with a
new set of pairing time dependent equations that allows the possibility that
the unpaired nucleon changes its single-particle level. These equations
generalize the time dependent Hartree-Fock-Bogoliubov equations of motion by
including the Landau-Zener effect. The derivation of these new equations is
presented in details. These equations are applied in the case of a
superasymmetric fission process, that is, in order to explain the fine
structure the 14C emission from 233Ra. A new version of the Woods-Saxon model
extended for two-center potentials is used in this context.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 08:46:55 GMT""}]","2008-11-26"
"0805.3896","Li Ma","J.Bland (Toronto University), Li Ma (Tsinghua University)","When is the Hawking mass monotone under Geometric Flows","7 pages",,,,"math.DG math.AP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper, we study the relation of the monotonicity of Hawking Mass and
geometric flow problems. We show that along the Hamilton-DeTurck flow with
bounded curvature coupled with the modified mean curvature flow, the Hawking
mass of the hypersphere with a sufficiently large radius in Schwarzschild
spaces is monotone non-decreasing.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 08:55:15 GMT""}]","2008-05-27"
"0805.3897","Harmen L.A. van der Spek","H.L.A. van der Spek, E.M. Bakker, H.A.G. Wijshoff","SPARK00: A Benchmark Package for the Compiler Evaluation of
  Irregular/Sparse Codes",,,,,"cs.PF","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We propose a set of benchmarks that specifically targets a major cause of
performance degradation in high performance computing platforms: irregular
access patterns. These benchmarks are meant to be used to asses the performance
of optimizing compilers on codes with a varying degree of irregular access. The
irregularity caused by the use of pointers and indirection arrays are a major
challenge for optimizing compilers. Codes containing such patterns are
notoriously hard to optimize but they have a huge impact on the performance of
modern architectures, which are under-utilized when encountering irregular
memory accesses. In this paper, a set of benchmarks is described that
explicitly measures the performance of kernels containing a variety of
different access patterns found in real world applications. By offering a
varying degree of complexity, we provide a platform for measuring the
effectiveness of transformations. The difference in complexity stems from a
difference in traversal patterns, the use of multiple indirections and control
flow statements. The kernels used cover a variety of different access patterns,
namely pointer traversals, indirection arrays, dynamic loop bounds and run-time
dependent if-conditions. The kernels are small enough to be fully understood
which makes this benchmark set very suitable for the evaluation of
restructuring transformations.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 08:58:16 GMT""}]","2008-05-27"
"0805.3898","Sean A. Hartnoll","Matthew M. Roberts and Sean A. Hartnoll","Pseudogap and time reversal breaking in a holographic superconductor","1+16 pages. 4 figures. PDFLaTeX. v2: Corrections to the conductivity
  and statements about uplift","JHEP 0808:035,2008","10.1088/1126-6708/2008/08/035",,"hep-th cond-mat.supr-con","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Classical SU(2) Yang-Mills theory in 3+1 dimensional anti-de Sitter space is
known to provide a holographic dual to a 2+1 system that undergoes a
superconducting phase transition. We study the electrical conductivity and
spectral density of an isotropic superconducting phase. We show that the theory
exhibits a pseudogap at low temperatures and a nonzero Hall conductivity. The
Hall conductivity is possible because of spontaneous breaking of time reversal
symmetry.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 09:08:16 GMT""},{""version"":""v2"",""created"":""Fri, 6 Jun 2008 00:11:40 GMT""}]","2014-11-18"
"0805.3899","Gianfranco Casnati","Gianfranco Casnati, Roberto Notari","The Poincar\'e series of a local Gorenstein ring of multiplicity up to
  10 is rational",,,,,"math.AC","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Let $R$ be a local, Gorenstein ring with algebraically closed residue field
$k$ of characteristic 0 and let
$P_R(z):=\sum_{p=0}^{\infty}\dim_k(\tor_p^R(k,k))z^p$ be its Poincar\'e series.
We compute $P_R$ when $R$ belongs to a particular class defined in the
introduction, proving its rationality. As a by--product we prove the
rationality of $P_R$ for all local, Gorenstein rings of multiplicity at most
10.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 09:09:30 GMT""}]","2008-05-27"
"0805.3900","Marcel de Jeu","Nils Byrial Andersen and Marcel de Jeu","Local spectral radius formulas on compact Lie groups","7 pages, no figures. Reference updated. Final version, to appear in
  J. Lie Theory.","J. Lie Theory 19 (2009), 223--230.",,"MI 2008-3","math.RT math.SP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We determine the local spectrum of a central element of the complexified
universal enveloping algebra of a compact connected Lie group at a smooth
function as an element of L^p(G). Based on this result we establish a
corresponding local spectral radius formula.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 09:12:42 GMT""},{""version"":""v2"",""created"":""Fri, 29 May 2009 20:31:49 GMT""}]","2009-06-23"
"0805.3901","Gregory Gutin","Gregory Gutin and Eun Jung Kim","Properly Coloured Cycles and Paths: Results and Open Problems",,,,,"cs.DM cs.DS","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper, we consider a number of results and seven conjectures on
properly edge-coloured (PC) paths and cycles in edge-coloured multigraphs. We
overview some known results and prove new ones. In particular, we consider a
family of transformations of an edge-coloured multigraph $G$ into an ordinary
graph that allow us to check the existence PC cycles and PC $(s,t)$-paths in
$G$ and, if they exist, to find shortest ones among them. We raise a problem of
finding the optimal transformation and consider a possible solution to the
problem.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 09:17:21 GMT""},{""version"":""v2"",""created"":""Fri, 30 May 2008 14:33:10 GMT""},{""version"":""v3"",""created"":""Sat, 31 May 2008 07:48:28 GMT""}]","2008-05-31"
"0805.3902","Karol Kozlowski Kajetan","K. K. Kozlowski","Truncated Wiener-Hopf operators with Fisher Hartwig singularities","68 pages (V3, minor corrections)",,,,"math.FA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We derive the asymptotic behavior of determinants of truncated Wiener-Hopf
operators generated by symbols having Fisher-Hartwig singularities. This task
is achieved thanks to an asymptotic resolution of the Riemann-Hilbert problem
associated to some generalized sine kernel. As a byproduct, we give yet another
derivation of the asymptotic behavior of Toeplitz determinants having
Fisher-Hartwig singularities. The Riemann-Hilbert problem approach to these
asymptotics yields a systematic although quickly cumbersome way to compute
their sub-leading asymptotics.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 09:20:29 GMT""},{""version"":""v2"",""created"":""Wed, 20 Jan 2010 17:07:34 GMT""},{""version"":""v3"",""created"":""Sun, 20 Feb 2022 23:28:10 GMT""}]","2022-02-22"
"0805.3903","{\L}ukasz K{\l}opotowski","{\L}. K{\l}opotowski, A. Gruszczy\'nska, E. Janik, M. Wiater, P.
  Kossacki, G. Karczewski, and T. Wojtowicz","Mapping of quantum well eigenstates with semimagnetic probes","Accepted for publication in Physical Review B",,"10.1103/PhysRevB.77.235312",,"cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present results of transmission measurements on CdTe quantum wells with
thin semimagnetic CdMnTe probe layers embedded in various positions along the
growth axis. The presence of the probes allow us to map the probability density
functions by two independent methods: analyzing the exciton energy position and
the exciton Zeeman splitting. We apply both approaches to map the first three
quantum well eigenstates and we find that both of them yield equally accurate
results.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 09:28:21 GMT""}]","2009-11-13"
"0805.3904","Andrzej M. Oles","Wojciech Brzezicki and Andrzej M. Oles","Quantum Phase Transition in the One-Dimensional XZ Model","5 pages, 2 figures","Acta Phys. Polon. A 115, 162 (2009)","10.12693/APhysPolA.115.162",,"cond-mat.str-el","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We introduce a one-dimensional (1D) XZ model with alternating
$\sigma_i^z\sigma_{i+1}^z$ and $\sigma_i^x\sigma_{i+1}^x$ interactions on
even/odd bonds, interpolating between the Ising model and the quantum compass
model. We present two ways of its exact solution by: ($i$) mapping to the
quantum Ising models, and ($ii$) using fermions with spin 1/2. In certain cases
the nearest neighbor pseudospin correlations change discontinuously at the
quantum phase transition, where one finds highly degenerate ground state of the
1D compass model.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 09:32:43 GMT""}]","2022-01-27"
"0805.3905","Ermanno Imbergamo","E. Imbergamo, A. Nappi, A. Papi, A. Riccini, M. Valdata","Fast trigger logic with digitized time information","14 pages with 7 figures, accepted to be published in NIM A","Nucl.Instrum.Meth.A597:227-232,2008","10.1016/j.nima.2008.09.012",,"physics.ins-det","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present a method for the evaluation, at the first level of trigger, of
logical conditions with high time resolution, using the digitized times of fast
signals delivered in the detectors of high rate experiments. We describe a
dead-time-less implementation of this method on a commercial Field Programmable
Gate Array (FPGA). By virtue of its features, the method offers an excellent
solution to the problem of including veto conditions in the first level of
trigger for experiments on rare decays.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 09:33:13 GMT""},{""version"":""v2"",""created"":""Tue, 16 Sep 2008 13:06:42 GMT""}]","2010-05-12"
"0805.3907","Koray Aydin","Koray Aydin, A. Ozgur Cakmak, Levent Sahin, Z. Li, Filiberto Bilotti,
  Lucio Vegni, and Ekmel Ozbay","Split ring resonator-coupled enhanced transmission through a single
  subwavelength aperture","14 pages, 4 figures, to be submitted to PRL",,"10.1103/PhysRevLett.102.013904",,"physics.optics","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We report the enhanced transmission of electromagnetic waves through a single
subwavelength aperture by making use of the resonance behavior of a split ring
resonator (SRR) at microwave frequencies. By placing a single SRR at the
near-field of the aperture, strongly localized electromagnetic fields are
effectively coupled to the aperture with a radius that is twenty times smaller
than the resonance wavelength. We obtained 740-fold transmission enhancement by
exciting the electric resonance of SRR. A different coupling mechanism, through
the magnetic resonance of SRR, is also verified to yield enhanced transmission.
Good agreement is obtained between the microwave measurements and numerical
simulations.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 10:09:36 GMT""}]","2009-11-13"
"0805.3908","Francisco (Paco) Guinea","F. Guinea","Models of electron transport in single layer graphene","15 pages. Submitted to the Proceedings of the ULTI symposium on
  Quantum Phenomena and Devices at Low Temperatures, Espoo, Finland, to be
  published in the Journ. of Low. Temp. Phys","Journ. Low Temp. Phys. vol. 153, 359 (2008)","10.1007/s10909-008-9835-1",,"cond-mat.mes-hall cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The main features of the conductivity of doped single layer graphene are
analyzed, and models for different scattering mechanisms are presented.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 10:03:06 GMT""},{""version"":""v2"",""created"":""Fri, 19 Sep 2008 10:33:15 GMT""}]","2009-11-13"
"0805.3909","Petter Holme","Petter Holme, Gourab Ghoshal","The diplomat's dilemma: Maximal power for minimal effort in social
  networks","Submitted to Adaptive Networks: Theory, Models and Applications, to
  be published from Springer","Adaptive networks: Theory, models and applications, Thilo Gross
  and Hiroki Sayama, eds., (Springer, Berlin, 2009), pp. 269-288.","10.1007/978-3-642-01284-6_13",,"physics.soc-ph q-bio.PE","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Closeness is a global measure of centrality in networks, and a proxy for how
influential actors are in social networks. In most network models, and many
empirical networks, closeness is strongly correlated with degree. However, in
social networks there is a cost of maintaining social ties. This leads to a
situation (that can occur in the professional social networks of executives,
lobbyists, diplomats and so on) where agents have the conflicting objectives of
aiming for centrality while simultaneously keeping the degree low. We
investigate this situation in an adaptive network-evolution model where agents
optimize their positions in the network following individual strategies, and
using only local information. The strategies are also optimized, based on the
success of the agent and its neighbors. We measure and describe the time
evolution of the network and the agents' strategies.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 10:05:04 GMT""}]","2009-09-10"
"0805.3910","Andrea Ferroglia","R. Bonciani and A. Ferroglia","Bhabha Scattering at NNLO","To appear in the proceedings of PHIPSI 08, Frascati, Italy, 7-10
  April 2008. References added","Nucl.Phys.Proc.Suppl.181-182:259-263,2008","10.1016/j.nuclphysbps.2008.09.047",,"hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We review the status of the calculation of next-to-next-to-leading order
corrections to large angle Bhabha scattering in pure QED. After discussing the
electron-loop and photonic corrections, we focus on the recently calculated
two-loop virtual corrections involving a heavy-flavor fermion loop. We conclude
by assessing the numerical impact of these corrections on the Bhabha scattering
cross section at colliders operating at a center of mass energy of about 1-GeV.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 10:31:03 GMT""},{""version"":""v2"",""created"":""Fri, 11 Jul 2008 14:01:25 GMT""}]","2008-11-07"
"0805.3912","Giacomo Aletti","Giacomo Aletti, Enea G. Bongiorno, Vincenzo Capasso","A set-valued framework for birth-and-growth process",,,"10.1051/ps/2010009",,"math.PR math.ST stat.AP stat.TH","http://creativecommons.org/licenses/by/3.0/","  We propose a set-valued framework for the well-posedness of birth-and-growth
process. Our birth-and-growth model is rigorously defined as a suitable
combination, involving Minkowski sum and Aumann integral, of two very general
set-valued processes representing nucleation and growth respectively. The
simplicity of the used geometrical approach leads us to avoid problems arising
by an analytical definition of the front growth such as boundary regularities.
In this framework, growth is generally anisotropic and, according to a
mesoscale point of view, it is not local, i.e. for a fixed time instant, growth
is the same at each space point.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 10:20:42 GMT""}]","2011-09-29"
"0805.3913","Simone Gutt","Michel Cahen, Simone Gutt, Nicolas Richard and Lorenz Schwachhoefer","Extrinsic symplectic symmetric spaces",,,"10.1016/j.geomphys.2008.11.013",,"math.SG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We define the notion of extrinsic symplectic symmetric spaces and exhibit
some of their properties. We construct large families of examples and show how
they fit in the perspective of a complete classification of these manifolds. We
also build a natural star-quantization on a class of examples.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 10:30:18 GMT""}]","2009-11-13"
"0805.3914","Klaus Fleischmann","Klaus Fleischmann, Leonid Mytnik, Vitali Wachtel","Optimal local H\""{o}lder index for density states of superprocesses with
  $(1+\beta)$-branching mechanism","Published in at http://dx.doi.org/10.1214/09-AOP501 the Annals of
  Probability (http://www.imstat.org/aop/) by the Institute of Mathematical
  Statistics (http://www.imstat.org)","Annals of Probability 2010, Vol. 38, No. 3, 1180-1220","10.1214/09-AOP501","IMS-AOP-AOP501","math.PR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  For $0<\alpha\leq2$, a super-$\alpha$-stable motion $X$ in $\mathsf{R}^d$
with branching of index $1+\beta\in(1,2)$ is considered. Fix arbitrary $t>0$.
If $d<\alpha/\beta$, a dichotomy for the density function of the measure $X_t$
holds: the density function is locally H\""{o}lder continuous if $d=1$ and
$\alpha>1+\beta$ but locally unbounded otherwise. Moreover, in the case of
continuity, we determine the optimal local H\""{o}lder index.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 10:44:07 GMT""},{""version"":""v2"",""created"":""Tue, 13 Jan 2009 19:11:55 GMT""},{""version"":""v3"",""created"":""Mon, 10 Aug 2009 12:02:06 GMT""},{""version"":""v4"",""created"":""Tue, 12 Oct 2010 07:14:14 GMT""}]","2010-10-13"
"0805.3915","Avi Shporer","Avi Shporer, Tsevi Mazeh, Frederic Pont, Joshua N. Winn, Matthew J.
  Holman, David W. Latham, Gilbert A. Esquerdo","Photometric Follow-up Observations of the Transiting Neptune-Mass Planet
  GJ 436b","V2: Replaced with accepted version","Astrophys.J.694:1559-1565,2009","10.1088/0004-637X/694/2/1559",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  This paper presents multi-band photometric follow-up observations of the
Neptune-mass transiting planet GJ 436b, consisting of 5 new ground-based
transit light curves obtained in May 2007. Together with one already published
light curve we have at hand a total of 6 light curves, spanning 29 days. The
analysis of the data yields an orbital period P = 2.64386+-0.00003 days,
mid-transit time T_c [HJD] =2454235.8355+-0.0001, planet mass M_p = 23.1+-0.9
M_{\earth} = 0.073+-0.003 M_{Jup}, planet radius R_p = 4.2+-0.2 R_{\earth} =
0.37+-0.01 R_{Jup} and stellar radius R_s = 0.45+-0.02 R_{\sun}. Our typical
precision for the mid transit timing for each transit is about 30 seconds. We
searched the data for a possible signature of a second planet in the system
through transit timing variations (TTV) and variation of the impact parameter.
The analysis could not rule out a small, of the order of a minute, TTV and a
long-term modulation of the impact parameter, of the order of +0.2 year^{-1}.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 10:47:55 GMT""},{""version"":""v2"",""created"":""Wed, 24 Dec 2008 10:39:09 GMT""}]","2011-02-11"
"0805.3916","Ricardo Lopez-Ruiz","Saied Abbasbandy, Jose-Luis Lopez, and Ricardo Lopez-Ruiz","The homotopy analysis method and the Lienard equation","16 pages, 9 figures, 1 table",,,,"nlin.PS math.CA math.DS","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this work, Lienard equations are considered. The limit cycles of these
systems are studied by applying the homotopy analysis method. The amplitude and
frequency obtained with this methodology are in good agreement with those
calculated by computational methods. This puts in evidence that the homotopy
analysis method is an useful tool to solve nonlinear differential equations.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 10:54:30 GMT""}]","2008-05-29"
"0805.3917","Teiko Heinosaari","Claudio Carmeli, Teiko Heinosaari, Alessandro Toigo","Covariant quantum instruments","Minor corrections in v2","Journal of Functional Analysis 257 (2009), 3353-3374","10.1016/j.jfa.2009.08.013",,"math-ph math.MP quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The structure of covariant instruments is studied and a general structure
theorem is derived. A detailed characterization is given to covariant
instruments in the case of an irreducible representation of a locally compact
group.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 10:56:20 GMT""},{""version"":""v2"",""created"":""Tue, 15 Sep 2009 08:47:45 GMT""}]","2009-10-16"
"0805.3919","GianLuca Israel","G.L. Israel (INAF - OA Roma), P. Romano (INAF - OA Brera/IASF Palermo,
  Univ. Milano Bicocca), V. Mangano (INAF - IASF Palermo), S. Dall'Osso (Univ.
  Pisa/INAF - OA Roma), G. Chincarini (INAF OA Brera, Univ. Milano Bicocca), L.
  Stella (INAF - OA Roma), S. Campana (INAF - OA Brera), T. Belloni (INAF - OA
  Brera), G. Tagliaferri (INAF - OA Brera), A.J. Blustin (MSSL London), T.
  Sakamoto (NASA - GSFC Greenbelt), K. Hurley (SSL, Univ. Berkeley), S. Zane
  (MSSL London), A. Moretti (INAF - OA Brera), D. Palmer (LANL, Los Alamos), C.
  Guidorzi (INAF - OA Brera, Univ. Milano Bicocca), D.N. Burrows (PSU
  University Park), N. Gehrels (NASA - GSFC Greenbelt), H.A. Krimm (NASA - GSFC
  Greenbelt, Universities Space Research Association)","A Swift gaze into the 2006 March 29th burst forest of SGR 1900+14","Accepted for publication on ApJ, 15 pages, 10 figures",,"10.1086/590486",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We report on the intense burst ``forest'' recorded on 2006 March 29 which
lasted for ~30s. More than 40 bursts were detected both by BAT and by XRT,
seven of which are rare intermediate flares (IFs): several times 10^{42} ergs
were released. The BAT data were used to carry out time-resolved spectroscopy
in the 14-100keV range down to 8ms timescales.
  This unique dataset allowed us to test the magnetar model predictions such as
the magnetically trapped fireball and the twisted magnetosphere over an
unprecedented range of fluxes and with large statistics (in terms of both
photons and IFs). We confirmed that a two blackbody component fits adequately
the time-resolved and integrated spectra of IFs. However, Comptonization models
give comparable good reduced chi^2. Moreover, we found: i) a change of
behavior, around ~10^{41} erg/s, above which the softer blackbody shows a sort
of saturation while the harder one still grows to a few times 10^{41} erg/s;
ii) a rather sharp correlation between temperature and radii of the blackbodies
(R^2 prop kT^{-3}), which holds for the most luminous parts of the flares
(approximately for L_{tot} > 10^{41} erg/s). Within the magnetar model, the
majority of these findings can be accounted for in terms of thermalised
emission from the E-mode and O-mode photospheres. Interestingly, the maximum
observed luminosity coming from a region of ~15km matches the magnetic
Eddington luminosity at the same radius, for a surface dipole field of ~8 x
10^{14} G (virtually equal to the one deduced from the spindown of SGR
1900+14).
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:03:11 GMT""}]","2009-11-13"
"0805.3920","Alessandro Capetti","Barbara Balmaverde (1) Ranieri D. Baldi (2) Alessandro Capetti (1)
  ((1)INAF - Osservatorio Astronomico di Torino, Italy (2) Universita' di
  Torino, Torino, Italy)","The accretion mechanism in low-power radio galaxies","Accepted for publication in A&A",,"10.1051/0004-6361:200809810",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study a sample of 44 low-luminosity radio-loud AGN, which represent a
range of nuclear radio-power spanning 5 orders of magnitude, to unveil the
accretion mechanism in these galaxies. We estimate the accretion rate of gas
associated with their hot coronae by analyzing archival Chandra data, to derive
the deprojected density and temperature profiles in a spherical approximation.
Measuring the jet power from the nuclear radio-luminosity, we find that the
accretion power correlates linearly with the jet power, with an efficiency of
conversion from rest mass into jet power of ~0.012. These results strengthen
and extend the validity of the results obtained by Allen and collaborators for
9 radio galaxies, indicating that hot gas accretion is the dominant process in
FR I radio galaxies across their full range of radio-luminosity.
  We find that the different levels of nuclear activity are driven by global
differences in the structure of the galactic hot coronae. A linear relation
links the jet power with the host X-ray surface brightness. This implies that a
substantial change in the jet power must be accompanied by a global change in
its ISM properties, driven for example by a major merger. This correlation
provides a simple widely applicable method to estimate the jet-power of a given
object by observing the intensity of its host X-ray emission.
  To maintain the mass flow in the jet, the fraction of gas that crosses the
Bondi radius reaching the accretion disk must be > 0.002. This implies that the
radiative efficiency of the disk must be < 0.005, an indication that accretion
in these objects occurs not only at a lower rate, but also at lower efficiency
than in standard accretion disks.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:21:25 GMT""}]","2009-11-13"
"0805.3921","Karen Eminyan M","Karen M. Eminyan","Binary Additive Problems Involving Naturals with Binary Decompositions
  of a Special Kind","6 pages",,,,"math.NT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Let $h$ and $l$ be integers such that $0\le h\le 2$, $0\le l\le 4$. We obtain
asymptotic formulas for the numbers of solutions of the equations $n-3m=h$,
$n-5m=l$ in positive integers $m$ and $n$ of a special kind, $m\le X$.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:09:20 GMT""}]","2008-05-27"
"0805.3922","Shiping Feng","Jingge Zhang, Li Cheng, Huaiming Guo, and Shiping Feng","Magnetic field induced incommensurate resonance in cuprate
  superconductors","7 pages, 4 figures, typos corrected and updated references, accepted
  for publication in Journal of Magnetism and Magnetic Materials","Journal of Magnetism and Magnetic Materials 321, 216-221 (2009)","10.1016/j.jmmm.2008.08.106",,"cond-mat.supr-con cond-mat.str-el","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The influence of a uniform external magnetic field on the dynamical spin
response of cuprate superconductors in the superconducting state is studied
based on the kinetic energy driven superconducting mechanism. It is shown that
the magnetic scattering around low and intermediate energies is dramatically
changed with a modest external magnetic field. With increasing the external
magnetic field, although the incommensurate magnetic scattering from both low
and high energies is rather robust, the commensurate magnetic resonance
scattering peak is broadened. The part of the spin excitation dispersion seems
to be an hourglass-like dispersion, which breaks down at the heavily low energy
regime. The theory also predicts that the commensurate resonance scattering at
zero external magnetic field is induced into the incommensurate resonance
scattering by applying an external magnetic field large enough.
","[{""version"":""v1"",""created"":""Mon, 26 May 2008 11:10:00 GMT""},{""version"":""v2"",""created"":""Mon, 1 Sep 2008 07:26:12 GMT""}]","2008-11-05"
